"","id","sport_id","name","home_team_type","container","league_specials_count","event_specials_count","event_count","has_offerings","homeTeamType"
"2297",271317,1,"AFF - Championship Women Under 19 - Bookings","Team1","Southeast Asia",0,0,0,FALSE,"Team1"
"2298",271316,1,"AFF - Championship Women Under 19 - Corners","Team1","Southeast Asia",0,0,0,FALSE,"Team1"
"2299",271584,1,"CECAFA - Championship Women","Team1","Africa",0,0,0,FALSE,"Team1"
"2300",271382,1,"UEFA - Conference League Qualifiers","Team1","Europe",0,0,0,FALSE,"Team1"
"2301",271587,1,"UEFA - Conference League Qualifiers Corners","Team1","Europe",0,0,0,FALSE,"Team1"
"2302",271588,1,"UEFA - Conference League Qualifiers Bookings","Team1","Europe",0,0,0,FALSE,"Team1"
"2303",271883,1,"Switzerland - Regional Cup - Bookings","Team1","Switzerland",0,0,0,FALSE,"Team1"
"2304",271882,1,"Switzerland - Regional Cup - Corners","Team1","Switzerland",0,0,0,FALSE,"Team1"
"2305",271847,1,"Switzerland - Regional Cup","Team1","Switzerland",0,0,0,FALSE,"Team1"
"2306",271848,1,"Brazil - Matogrossense 2","Team1","Brazil",0,0,0,FALSE,"Team1"
"2307",271888,1,"Brazil - Matogrossense 2 - Bookings","Team1","Brazil",0,0,0,FALSE,"Team1"
"2308",271887,1,"Brazil - Matogrossense 2 - Corners","Team1","Brazil",0,0,0,FALSE,"Team1"
"2309",271911,1,"Canada - Northern Super League Women","Team1","Canada",0,0,0,FALSE,"Team1"
"2310",271918,1,"Canada -  Northern Super League Women - Corners","Team1","Canada",0,0,0,FALSE,"Team1"
"2311",271919,1,"Canada -  Northern Super League Women - Bookings","Team1","Canada",0,0,0,FALSE,"Team1"
"2312",272164,1,"Brazil - Acreano U20 - Corners","Team1","Brazil",0,0,0,FALSE,"Team1"
"2313",271955,1,"Brazil - Acreano U20","Team1","Brazil",0,0,0,FALSE,"Team1"
"2314",272165,1,"Brazil - Acreano U20 - Bookings","Team1","Brazil",0,0,0,FALSE,"Team1"
"2315",272015,1,"Bolivia - Primera Division Women","Team1","Bolivia",0,0,0,FALSE,"Team1"
"2316",272169,1,"Bolivia - Primera Division Women - Corners","Team1","Bolivia",0,0,0,FALSE,"Team1"
"2317",272170,1,"Bolivia - Primera Division Women - Bookings","Team1","Bolivia",0,0,0,FALSE,"Team1"
"2318",272180,1,"Senegal - League Cup - Corners","Team1","Senegal",0,0,0,FALSE,"Team1"
"2319",272181,1,"Senegal - League Cup - Bookings","Team1","Senegal",0,0,0,FALSE,"Team1"
"2320",272016,1,"Senegal - League Cup","Team1","Senegal",0,0,0,FALSE,"Team1"
"2321",272197,1,"OFC - Nations Cup Women - Corners","Team1","Oceania",0,0,0,FALSE,"Team1"
"2322",272095,1,"OFC - Nations Cup Women","Team1","Oceania",0,0,0,FALSE,"Team1"
"2323",272198,1,"OFC - Nations Cup Women - Bookings","Team1","Oceania",0,0,0,FALSE,"Team1"
"2324",272212,1,"Ireland - U20 Cup - Corners","Team1","Ireland",0,0,0,FALSE,"Team1"
